source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,noteworthy_env_cond,depth,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample,source_mat_id
EMO BON HCMR-1 Wa 210628 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-06-28 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-06-28 00:00:00,HCMR-1_Wa_210628,Maria Maidanou,NA,no_tide,,1,blank_1,30,3.5,0.2-3,0.2,3,Y,Jerrycan,WaSOP 1,NA,2021-06-28 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_HCMR-1_Wa_11
EMO BON HCMR-1 Wa 210628 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-06-28 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-06-28 00:00:00,HCMR-1_Wa_210628,Maria Maidanou,NA,no_tide,,1,blank_2,30,3.5,0.2-3,0.2,3,Y,Jerrycan,WaSOP 1,NA,2021-06-28 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_HCMR-1_Wa_12
EMO BON HCMR-1 Wa 210917 3um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17 00:00:00,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,1,30,1.5,3-200,3,200,Y,Jerrycan,WaSOP 1,NA,2021-09-17 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,N,2021-10-15 00:00:00,2021-10-25 00:00:00,-70,2021-11-24 00:00:00,2021-11-24 00:00:00,T,low yields; seq library prep failed,NA,EMOBON_HCMR-1_Wa_13
EMO BON HCMR-1 Wa 210917 3um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17 00:00:00,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,2,30,1.5,3-200,3,200,Y,Jerrycan,WaSOP 1,NA,2021-09-17 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,N,2021-10-15 00:00:00,2021-10-25 00:00:00,-70,2021-11-24 00:00:00,2021-11-24 00:00:00,T,low yields; seq library prep failed,NA,EMOBON_HCMR-1_Wa_14
EMO BON HCMR-1 Wa 210917 3um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17 00:00:00,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,3,30,2.5,0.2-3,3,200,Y,Jerrycan,WaSOP 1,NA,2021-09-17 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_HCMR-1_Wa_15
EMO BON HCMR-1 Wa 210917 3um_4,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17 00:00:00,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,4,30,2.5,0.2-3,3,200,Y,Jerrycan,WaSOP 1,NA,2021-09-17 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_HCMR-1_Wa_16
EMO BON HCMR-1 Wa 210917 0.22um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17 00:00:00,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,1,30,1.5,3-200,0.2,3,Y,Jerrycan,WaSOP 1,NA,2021-09-17 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,N,2021-10-15 00:00:00,2021-10-25 00:00:00,-70,2021-11-24 00:00:00,2021-11-24 00:00:00,T,low yields; seq library prep failed,NA,EMOBON_HCMR-1_Wa_17
EMO BON HCMR-1 Wa 210917 0.22um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17 00:00:00,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,2,30,1.5,3-200,0.2,3,Y,Jerrycan,WaSOP 1,NA,2021-09-17 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,N,2021-10-15 00:00:00,2021-10-25 00:00:00,-70,2021-11-24 00:00:00,2021-11-24 00:00:00,T,low yields; seq library prep failed,NA,EMOBON_HCMR-1_Wa_18
EMO BON HCMR-1 Wa 210917 0.22um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17 00:00:00,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,3,30,2.5,0.2-3,0.2,3,Y,Jerrycan,WaSOP 1,NA,2021-09-17 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_HCMR-1_Wa_19
EMO BON HCMR-1 Wa 210917 0.22um_4,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17 00:00:00,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,4,30,2.5,0.2-3,0.2,3,Y,Jerrycan,WaSOP 1,NA,2021-09-17 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_HCMR-1_Wa_20
EMO BON HCMR-1 Wa 210917 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17 00:00:00,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,blank_1,30,3.5,3-200,3,200,N,Jerrycan,WaSOP 1,NA,2021-09-17 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,N,2021-10-15 00:00:00,2021-10-25 00:00:00,-70,2021-11-24 00:00:00,2021-11-24 00:00:00,F,NA,NA,EMOBON_HCMR-1_Wa_21
EMO BON HCMR-1 Wa 210917 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17 00:00:00,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,blank_2,30,3.5,3-200,3,200,N,Jerrycan,WaSOP 1,NA,2021-09-17 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_HCMR-1_Wa_22
EMO BON HCMR-1 Wa 210917 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17 00:00:00,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,blank_1,30,3.5,0.2-3,0.2,3,N,Jerrycan,WaSOP 1,NA,2021-09-17 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,N,2021-10-15 00:00:00,2021-10-25 00:00:00,-70,2021-11-24 00:00:00,2021-11-24 00:00:00,NA,NA,NA,EMOBON_HCMR-1_Wa_23
EMO BON HCMR-1 Wa 210917 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-09-17 00:00:00,HCMR-1_Wa_210917,Apostolos Kristallas,NA,no_tide,,1,blank_2,30,3.5,0.2-3,0.2,3,N,Jerrycan,WaSOP 1,NA,2021-09-17 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_HCMR-1_Wa_24
EMO BON HCMR-1 Wa 211026 3um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26 00:00:00,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,1,30,1.5,3-200,3,200,Y,Jerrycan,WaSOP 1,NA,2021-10-26 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,N,2022-12-01 00:00:00,2022-12-12 00:00:00,-70,2023-06-01 00:00:00,2023-06-01 00:00:00,NA,faded label. randomized,NA,EMOBON_HCMR-1_Wa_25
EMO BON HCMR-1 Wa 211026 3um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26 00:00:00,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,2,30,1.5,3-200,3,200,Y,Jerrycan,WaSOP 1,NA,2021-10-26 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,N,2022-12-01 00:00:00,2022-12-12 00:00:00,-70,2023-06-01 00:00:00,2023-06-01 00:00:00,NA,faded label. randomized,NA,EMOBON_HCMR-1_Wa_26
EMO BON HCMR-1 Wa 2110263um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26 00:00:00,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,3,30,2.5,0.2-3,3,200,Y,Jerrycan,WaSOP 1,NA,2021-10-26 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_HCMR-1_Wa_27
EMO BON HCMR-1 Wa 211026 3um_4,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26 00:00:00,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,4,30,2.5,0.2-3,3,200,Y,Jerrycan,WaSOP 1,NA,2021-10-26 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_HCMR-1_Wa_28
EMO BON HCMR-1 Wa 211026 0.22um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26 00:00:00,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,1,30,1.5,3-200,0.2,3,Y,Jerrycan,WaSOP 1,NA,2021-10-26 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,N,2022-12-01 00:00:00,2022-12-12 00:00:00,-70,2023-06-01 00:00:00,2023-06-01 00:00:00,NA,faded label. randomized,NA,EMOBON_HCMR-1_Wa_29
EMO BON HCMR-1 Wa 211026 0.22um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26 00:00:00,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,2,30,1.5,3-200,0.2,3,Y,Jerrycan,WaSOP 1,NA,2021-10-26 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,N,2022-12-01 00:00:00,2022-12-12 00:00:00,-70,2023-06-01 00:00:00,2023-06-01 00:00:00,NA,faded label. randomized,NA,EMOBON_HCMR-1_Wa_30
EMO BON HCMR-1 Wa 211026 0.22um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26 00:00:00,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,3,30,2.5,0.2-3,0.2,3,Y,Jerrycan,WaSOP 1,NA,2021-10-26 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_HCMR-1_Wa_31
EMO BON HCMR-1 Wa 211026 0.22um_4,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26 00:00:00,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,4,30,2.5,0.2-3,0.2,3,Y,Jerrycan,WaSOP 1,NA,2021-10-26 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_HCMR-1_Wa_32
EMO BON HCMR-1 Wa 211026 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26 00:00:00,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,blank_1,30,3.5,3-200,3,200,N,Jerrycan,WaSOP 1,NA,2021-10-26 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_HCMR-1_Wa_33
EMO BON HCMR-1 Wa 211026 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26 00:00:00,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,blank_2,30,3.5,3-200,3,200,N,Jerrycan,WaSOP 1,NA,2021-10-26 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_HCMR-1_Wa_34
EMO BON HCMR-1 Wa 211026 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26 00:00:00,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,blank_1,30,3.5,0.2-3,0.2,3,N,Jerrycan,WaSOP 1,NA,2021-10-26 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_HCMR-1_Wa_35
EMO BON HCMR-1 Wa 211026 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2021-10-26 00:00:00,HCMR-1_Wa_211026,Vaso Terzoglou,NA,no_tide,,1,blank_2,30,3.5,0.2-3,0.2,3,N,Jerrycan,WaSOP 1,NA,2021-10-26 00:00:00,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_HCMR-1_Wa_36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
